0 2 6 5 4 7 1 3 8,929,24,0.0079263,10.2885,14
4 5 0 1 7 2 3 8 6,117,16,0.00064895,8.69951,12
0 6 3 5 8 2 1 7 4,26,18,0.000109664,9.02083,16
1 4 8 0 7 5 2 6 3,666,23,0.00360041,10.136,13
1 5 0 8 4 3 2 7 6,1734,26,0.0131332,10.7851,14
2 3 6 8 1 0 5 4 7,1824,27,0.0141974,12.1416,17
1 6 0 7 3 8 4 5 2,231,22,0.00111673,11.4182,14
8 4 3 1 6 5 0 7 2,1807,26,0.0139244,10.7077,14
3 8 2 7 5 1 0 6 4,655,22,0.00547747,9.45545,12
7 2 3 6 4 8 1 0 5,2298,25,0.0148082,10.2244,13
3 1 2 4 0 8 5 7 6,76,14,0.00031097,7.45185,8
8 5 3 1 2 6 4 0 7,786,25,0.00430072,11.2696,19
2 0 8 6 1 3 4 7 5,609,21,0.00330583,9.22804,11
3 6 7 1 2 8 4 5 0,2231,26,0.014254,10.6504,16
0 3 6 1 2 8 4 7 5,1757,24,0.0113274,9.85137,14
4 8 6 5 0 7 1 3 2,299,24,0.0015499,11.503,20
7 2 0 1 8 6 3 4 5,41,18,0.000293039,9.95946,14
4 0 7 1 3 2 5 8 6,543,23,0.00430104,10.6895,15
1 4 3 0 5 8 7 6 2,438,21,0.00233811,10.0621,11
1 3 6 5 8 4 0 2 7,2864,28,0.0200773,12.2559,16
3 1 6 4 0 8 7 5 2,221,20,0.00106024,9.78497,12
8 0 5 1 4 3 7 2 6,2849,27,0.0215001,11.0714,15
1 0 2 8 7 3 4 6 5,179,19,0.000828376,8.82792,11
5 8 1 4 7 3 2 6 0,1075,26,0.00638873,11.5799,16
6 4 1 2 0 3 7 8 5,177,18,0.000827815,8.58117,12
6 1 7 4 8 3 5 2 0,752,24,0.00428358,10.0917,16
0 1 5 3 8 7 6 4 2,182,18,0.000906398,8.1865,8
7 8 2 6 4 3 0 1 5,1355,24,0.00817329,10.0853,12
6 0 8 7 4 3 5 2 1,205,23,0.000992811,11.0603,17
5 4 0 7 6 2 8 3 1,712,24,0.00390517,10.5858,16
5 6 1 8 7 0 2 4 3,1421,27,0.0106237,12.0228,19
1 6 7 4 2 0 3 5 8,2186,25,0.0161903,9.91612,13
5 3 6 4 7 2 1 0 8,168,21,0.00098134,10.6818,15
0 8 7 4 2 6 1 3 5,39,22,0.000210236,12.0147,18
7 2 0 5 4 3 8 6 1,4038,28,0.030722,11.1541,14
5 3 0 6 7 1 8 2 4,90,20,0.000590068,9.61688,16
5 7 2 8 3 6 4 0 1,2905,27,0.0227237,10.8626,17
3 7 8 1 4 6 5 0 2,2301,27,0.0167011,11.8772,15
7 4 5 8 6 3 2 0 1,698,25,0.00584122,10.8711,19
0 4 1 8 2 5 3 7 6,2190,24,0.0140356,9.48527,10
5 1 7 2 3 6 8 4 0,936,24,0.00543779,11.8384,16
6 3 4 8 2 1 5 7 0,238,22,0.00115384,9.92629,16
2 0 1 5 7 6 4 8 3,3038,27,0.0203035,10.957,15
7 8 0 6 3 1 2 5 4,1632,26,0.0123027,10.8184,18
6 2 4 3 7 0 5 1 8,4306,25,0.032275,10.3003,11
7 5 4 8 3 6 0 2 1,739,26,0.00502198,11.9036,20
3 8 4 5 7 1 0 6 2,382,20,0.0026641,9.36435,14
5 6 2 8 7 1 0 3 4,2084,26,0.0150282,10.7022,16
3 2 4 6 5 8 0 7 1,99,16,0.000573127,7.52841,10
7 5 1 6 8 4 2 0 3,2764,27,0.019012,11.4317,17
3 5 2 0 8 1 4 6 7,428,19,0.0034724,8.66071,11
8 0 6 7 1 3 5 2 4,715,25,0.00401345,13.0852,21
2 5 8 4 1 0 6 3 7,68,15,0.000280049,7.35246,11
7 0 2 1 8 6 3 4 5,34,17,0.000137684,9.27419,13
2 1 5 3 8 0 6 7 4,121,15,0.000537106,7.37799,7
3 8 6 4 7 0 1 5 2,993,25,0.00581327,10.7449,17
1 0 7 2 4 3 6 8 5,163,17,0.000797134,8.92553,11
3 6 7 5 8 0 4 1 2,2389,27,0.0154612,11.712,17
6 2 0 3 1 4 8 7 5,369,20,0.00187893,8.33812,8
7 1 5 4 0 3 2 6 8,356,20,0.00180117,8.59302,12
8 0 7 4 6 1 5 2 3,1461,27,0.00902094,11.1426,21
8 2 0 5 7 6 1 3 4,854,26,0.00485453,11.4814,18
3 8 5 7 0 1 6 4 2,730,22,0.00404996,9.60016,12
3 5 4 1 7 6 0 2 8,257,22,0.0012856,11.3218,14
0 2 8 5 4 1 7 3 6,414,22,0.00219559,9.85248,12
4 3 7 0 6 1 5 8 2,181,19,0.000875667,9.89644,17
2 1 3 4 6 5 0 7 8,336,20,0.00258222,9.109,8
1 0 5 4 6 2 7 3 8,707,21,0.00446838,8.57759,9
7 2 3 1 5 4 8 6 0,1467,24,0.00899082,11.0388,14
5 7 2 6 4 0 8 3 1,1319,25,0.00793609,10.7828,13
